Task ID	Created At	Completed At	Last Modified	Name	Assignee	Assignee Email	Start Date	Due Date	Tags	Notes	Projects	Parent Task
491295996861411	2017-11-29	2017-11-29	2017-11-29	fly.vc	Piotr Kulesza	piotr@rta.vc			network,Germany	LP in Gabriel's Matuschka fund	Deal Flow Log: to review	
490137951596668	2017-11-28	2017-11-28	2017-11-28	tookapic	Piotr Kulesza	piotr@rta.vc			outgoing,Poland	https://tookapic.com	Deal Flow Log: to review	
483408089227175	2017-11-20	2017-11-28	2017-11-28	mentavio	zuza	zuza@rtaventures.com			incoming,mental health,Germany	Telemedicine for mental health https://www.mentavio.com/ incoming, Germany	Deal Flow Log: to review	
483219601018272	2017-11-19	2017-11-28	2017-11-28	Climedo	zuza	zuza@rtaventures.com			from PNC,research,Germany	Medical research platform https://www.climedo.de/?lang=en from PNC	Deal Flow Log: to review	
487311836764285	2017-11-24	2017-11-28	2017-11-28	Capital Lex	zuza	zuza@rtaventures.com			incoming,Poland	none	Deal Flow Log: in progress	
485131202200995	2017-11-21	2017-11-28	2017-11-28	SendaBio	zuza	zuza@rtaventures.com			network,Spain	Omega 3 supplements http://www.sendabio.es/home-en/ network, Spain	Deal Flow Log: to review	
489810537834847	2017-11-28	2017-11-28	2017-11-28	Sportiply	Piotr Kulesza	piotr@rta.vc			incoming,Germany	https://sportiply.de/de/ comparison site for sports products	Deal Flow Log: to review	
489559883222987	2017-11-28	2017-11-28	2017-11-28	OpenLoyalty	Piotr Kulesza	piotr@rta.vc			network,Poland	http://www.openloyalty.io loyalty system (with open source angle) one of Divante projects (Wroclaw)	Deal Flow Log: to review	
489365356131196	2017-11-28	2017-11-28	2017-11-28	Noor.ai	zuza	zuza@rtaventures.com			incoming,Netherlands	http://noor.ai/ incoming, Netherlands	Deal Flow Log: in progress	
477038882533963	2017-11-12	2017-11-27	2017-11-27	Medcrypt	zuza	zuza@rtaventures.com			network,USA	Medical device security as a service https://www.medcrypt.co/	Deal Flow Log: in progress	
487594653901333	2017-11-25	2017-11-27	2017-11-27	No Magic	Piotr Kulesza	piotr@rta.vc		2018-02-08	network,Poland	http://www.nomagic.ai robotics	Deal Flow Log: to review	
423816910110492	2017-09-07	2017-11-24	2017-11-24	FitFood	Piotr Kulesza	piotr@rta.vc			network,Poland	http://fitfoodpoland.pl vending ze zdrowa zywnoscia	Deal Flow Log: in progress	
484806541573713	2017-11-21		2017-11-21	Splento	Piotr Kulesza	piotr@rta.vc			network,UK	https://www.crunchbase.com/organization/splento pro photographers on demand (events)	Deal Flow Log: to review	
479542210140457	2017-11-14	2017-11-21	2017-11-21	Filttr	Piotr Kulesza	piotr@rta.vc			network,Poland	https://filttr.pl/en/ reverse recruitment	Deal Flow Log: to review	
467207179014192	2017-10-31	2017-11-20	2017-11-20	Run An Empire	Piotr Kulesza	piotr@rta.vc			incoming,UK	http://www.runanempire.com gamification of running or running game?	Deal Flow Log: to review	
484077079033387	2017-11-20	2017-11-20	2017-11-20	SzukamLapka	Piotr Kulesza	piotr@rta.vc			incoming,Poland	https://szukamlapka.pl lead gen for laptops	Deal Flow Log: to review	
482446979582915	2017-11-17	2017-11-20	2017-11-20	MacPhun	Piotr Kulesza	piotr@rta.vc			network,Ukraine	https://macphun.com photo software	Deal Flow Log: to review	
483224033231045	2017-11-19	2017-11-19	2017-11-19	MedicaliQ. DentallQ	zuza	zuza@rtaventures.com			outgoing,medical education,UK,digitalhealth.london '17	Medical education https://www.dentaliq.co.uk/	Deal Flow Log: to review	
483223364206001	2017-11-19	2017-11-19	2017-11-19	Digital Molecular Dx	zuza	zuza@rtaventures.com			outgoing,UK,digitalhealth.london '17	THE DMDx PLATFORM MEASURES MULTIPLE BIOMARKERS FROM A SINGLE FLUID SAMPLE IN REAL TIME. GENERATING A UNIQUE MOLECULAR SIGNATURE OF A PATIENT AT THAT MOMENT IN TIME - A SNAPSHOT OF THEIR HEALTH. THIS SIGNATURE IS RAPIDLY ANALYSED TO DELIVER PRECISE RESULTS TO CLINICIANS IN CRITICAL MOMENTS. Simedx.com	Deal Flow Log: to review	
483222991829215	2017-11-19	2017-11-19	2017-11-19	Written medicine	zuza	zuza@rtaventures.com			outgoing,UK,digitalhealth.london '17	Translating reports https://www.writtenmedicine.com/	Deal Flow Log: to review	
483222970955144	2017-11-19	2017-11-19	2017-11-19	Now Healthcare	zuza	zuza@rtaventures.com			outgoing,telemedicine,UK,digitalhealth.london '17	Telemedicine http://www.nowhealthcaregroup.com/	Deal Flow Log: to review	
483222955769795	2017-11-19	2017-11-19	2017-11-19	mumoactive	zuza	zuza@rtaventures.com			outgoing,diabetes,UK,digitalhealth.london '17	diabetes mgmt https://mumoactive.com/	Deal Flow Log: to review	
483222941017224	2017-11-19	2017-11-19	2017-11-19	iPlato	zuza	zuza@rtaventures.com			outgoing,UK,digitalhealth.london '17	Patient engagement http://www.iplato.net/	Deal Flow Log: to review	
483222111836175	2017-11-19	2017-11-19	2017-11-19	Prospitalia htrak	zuza	zuza@rtaventures.com			outgoing,UK,digitalhealth.london '17	Hospital mgmt system https://www.prospitalia-htrak.com/	Deal Flow Log: to review	
483222093195185	2017-11-19	2017-11-19	2017-11-19	Affigo	zuza	zuza@rtaventures.com			outgoing,UK,digitalhealth.london '17	Self mgmt: https://www.affigo.io/	Deal Flow Log: to review	
64421987698997	2015-11-09	2015-11-09	2017-11-19	Oviva	zuza	zuza@rtaventures.com			outgoing,Switzerland,Medica	Some diet coaching http://oviva.com/en/partners/	Deal Flow Log: to review	
483129383242144	2017-11-19	2017-11-19	2017-11-19	Callstack.io	zuza	zuza@rtaventures.com			outgoing,Poland	Entertainment Industry, http://callstack.io , Poland	Deal Flow Log: to review	
483129384274942	2017-11-19	2017-11-19	2017-11-19	Chillon	zuza	zuza@rtaventures.com			outgoing,Poland	mHealth, http://www.ehealth.org.pl , Poland	Deal Flow Log: to review	
483129385880430	2017-11-19	2017-11-19	2017-11-19	Daybite	zuza	zuza@rtaventures.com			outgoing,Poland	Mobile Health, http://www.daybite.com , Poland	Deal Flow Log: to review	
483129387280035	2017-11-19	2017-11-19	2017-11-19	DocAdvisor	zuza	zuza@rtaventures.com			outgoing,Poland	Health Care Information Technology, http://is currently being built , Poland	Deal Flow Log: to review	
483129390097793	2017-11-19	2017-11-19	2017-11-19	Gym Company	zuza	zuza@rtaventures.com			outgoing,Poland	Fitness, http://gymrevolution.weebly.com , Poland	Deal Flow Log: to review	
483129397967207	2017-11-19	2017-11-19	2017-11-19	Inquversity	zuza	zuza@rtaventures.com			outgoing,Poland	Corporate Wellness, http://www.inquversity.com , Poland	Deal Flow Log: to review	
483129402969982	2017-11-19	2017-11-19	2017-11-19	MelodiaDiety.pl Sp. z o.o.	zuza	zuza@rtaventures.com			outgoing,Poland	Mobile Health, http://www.dietmelody.com , Poland	Deal Flow Log: to review	
483129383243234	2017-11-19	2017-11-19	2017-11-19	dentaydin	zuza	zuza@rtaventures.com			outgoing,Turkey	, https://www.dentaydin.com/ , Turkey	Deal Flow Log: to review	
483129387596489	2017-11-19	2017-11-19	2017-11-19	farmasyon	zuza	zuza@rtaventures.com			outgoing,Turkey	, http://www.farmasyon.com.tr/ , Turkey	Deal Flow Log: to review	
483129400284419	2017-11-19	2017-11-19	2017-11-19	Medbul.net	zuza	zuza@rtaventures.com			outgoing,Turkey	Health Care Information Technology, http://www.medbul.net , Turkey	Deal Flow Log: to review	
483129402476126	2017-11-19	2017-11-19	2017-11-19	Minder	zuza	zuza@rtaventures.com			outgoing,Turkey	Market Research, http://www.minder.com.tr , Turkey	Deal Flow Log: to review	
483129416797996	2017-11-19	2017-11-19	2017-11-19	Spirohome	zuza	zuza@rtaventures.com			outgoing,Turkey	Digital Health, http://www.spirohome.io , Turkey	Deal Flow Log: to review	
483129378958089	2017-11-19	2017-11-19	2017-11-19	ActualMed Corp.	zuza	zuza@rtaventures.com			outgoing,Spain	, teleradiology 7K, Spain	Deal Flow Log: to review	
483129381058240	2017-11-19	2017-11-19	2017-11-19	Biodiagsan	zuza	zuza@rtaventures.com			outgoing,Spain	A CoruÃ±a, Biotechnology and Semiconductor , Spain	Deal Flow Log: to review	
483129383084149	2017-11-19	2017-11-19	2017-11-19	Butler Scientifics	zuza	zuza@rtaventures.com			outgoing,Spain	Bioinformatics, http://www.butlerscientifics.com , Spain	Deal Flow Log: to review	
483129380729872	2017-11-19	2017-11-19	2017-11-19	Bet Quality of Life	zuza	zuza@rtaventures.com			outgoing,Spain	, competitor https://qoolife.com/ 50K monthly web visits, Spain	Deal Flow Log: to review	
483129384105393	2017-11-19	2017-11-19	2017-11-19	CerQana	zuza	zuza@rtaventures.com			outgoing,Spain	Mobile Health, https://cerqana.com/ , Spain	Deal Flow Log: to review	
483129385507189	2017-11-19	2017-11-19	2017-11-19	Curler	zuza	zuza@rtaventures.com			outgoing,Spain	Beauty, http://www.curlerapp.com , Spain	Deal Flow Log: to review	
483129388162131	2017-11-19	2017-11-19	2017-11-19	Fisioterapia Sin Red	zuza	zuza@rtaventures.com			outgoing,Spain	, ? http://fisioterapiasinred.com/ 40K, Spain	Deal Flow Log: to review	
483129390329991	2017-11-19	2017-11-19	2017-11-19	GetMassage	zuza	zuza@rtaventures.com			outgoing,Spain	Apps, https://www.getmassageapp.com/ , Spain	Deal Flow Log: to review	
483129391662196	2017-11-19	2017-11-19	2017-11-19	Handymed	zuza	zuza@rtaventures.com			outgoing,Spain	Mobile Health, https://www.handymed.es , Spain	Deal Flow Log: to review	
483129396161972	2017-11-19	2017-11-19	2017-11-19	Health Mavericks	zuza	zuza@rtaventures.com			outgoing,Spain	Mobile Health, http://www.healthmavericks.com , Spain	Deal Flow Log: to review	
483129397264332	2017-11-19	2017-11-19	2017-11-19	iBreve	zuza	zuza@rtaventures.com			outgoing,Spain	Wearables, http://www.ibreve.com , Spain	Deal Flow Log: to review	
483129397498352	2017-11-19	2017-11-19	2017-11-19	idoctus	zuza	zuza@rtaventures.com			outgoing,Spain	, idoctus.com , Spain	Deal Flow Log: to review	
483129398363382	2017-11-19	2017-11-19	2017-11-19	Ipsum Works SL	zuza	zuza@rtaventures.com			outgoing,Spain	Bioinformatics, http://www.lims.onl , Spain	Deal Flow Log: to review	
483129398727676	2017-11-19	2017-11-19	2017-11-19	Kappo	zuza	zuza@rtaventures.com			outgoing,Spain	Gamification, http://www.kappo.bike , Spain	Deal Flow Log: to review	
483129398880728	2017-11-19	2017-11-19	2017-11-19	LiveHealth Online	zuza	zuza@rtaventures.com			outgoing,Spain	, competitor 40K, Spain	Deal Flow Log: to review	
483129400075310	2017-11-19	2017-11-19	2017-11-19	masquemedicos	zuza	zuza@rtaventures.com			outgoing,Spain	, https://masquemedicos.com/ , Spain	Deal Flow Log: to review	
483129401239006	2017-11-19	2017-11-19	2017-11-19	mHealthAlert	zuza	zuza@rtaventures.com			outgoing,Spain	, 15K (spike), Spain	Deal Flow Log: to review	
483129408889506	2017-11-19	2017-11-19	2017-11-19	Nesplora Neuroscience Support...	zuza	zuza@rtaventures.com			outgoing,Spain	, VR for healthcare , Spain	Deal Flow Log: to review	
483129411152541	2017-11-19	2017-11-19	2017-11-19	People Who Global	zuza	zuza@rtaventures.com			outgoing,Spain	Health and Insurance, https://www.peoplewho.com/ , Spain	Deal Flow Log: to review	
483129401230666	2017-11-19	2017-11-19	2017-11-19	Mint Labs	zuza	zuza@rtaventures.com			outgoing,Spain	, , Spain	Deal Flow Log: to review	
483129412392882	2017-11-19	2017-11-19	2017-11-19	Qbaby de Qoolife	zuza	zuza@rtaventures.com			outgoing,Spain	, online peadiatrists https://qbaby.qoolife.com/ , Spain	Deal Flow Log: to review	
483129411977918	2017-11-19	2017-11-19	2017-11-19	SandalBay Life	zuza	zuza@rtaventures.com			outgoing,Spain	, , Spain	Deal Flow Log: to review	
483129414955200	2017-11-19	2017-11-19	2017-11-19	SaludOnNet	zuza	zuza@rtaventures.com			outgoing,Spain	, competitor https://www.saludonnet.com/ 300K, Spain	Deal Flow Log: to review	
483129415243374	2017-11-19	2017-11-19	2017-11-19	Salumedia	zuza	zuza@rtaventures.com			outgoing,Spain	Mobile Health, http://www.salumedia.com , Spain	Deal Flow Log: to review	
483129415806701	2017-11-19	2017-11-19	2017-11-19	Sensing Tex, SL	zuza	zuza@rtaventures.com			outgoing,Spain	, , Spain	Deal Flow Log: to review	
483129416632703	2017-11-19	2017-11-19	2017-11-19	Solusoft, S.L.	zuza	zuza@rtaventures.com			outgoing,Spain	, , Spain	Deal Flow Log: to review	
483129417336518	2017-11-19	2017-11-19	2017-11-19	StartMyDay App	zuza	zuza@rtaventures.com			outgoing,Spain	Brain Health, http://startmyday.co , Spain	Deal Flow Log: to review	
483129418252699	2017-11-19	2017-11-19	2017-11-19	The Social Coin	zuza	zuza@rtaventures.com			outgoing,Spain	Corporate Wellness, http://www.thesocialcoin.com , Spain	Deal Flow Log: to review	
483129419745497	2017-11-19	2017-11-19	2017-11-19	Training Sims	zuza	zuza@rtaventures.com			outgoing,Spain	Madrid, Industrial Automation , Spain	Deal Flow Log: to review	
483129421139905	2017-11-19	2017-11-19	2017-11-19	Vidal Vademecum Spain	zuza	zuza@rtaventures.com			outgoing,Spain	, medical reference https://www.vademecum.es/aviso_legal 5m, Spain	Deal Flow Log: to review	
483129380964927	2017-11-19	2017-11-19	2017-11-19	Bike da Firma	zuza	zuza@rtaventures.com			outgoing,Brazil	Small and Medium Businesses, https://www.borabike.com/pt/ , Brazil	Deal Flow Log: to review	
483129382476267	2017-11-19	2017-11-19	2017-11-19	bluedental	zuza	zuza@rtaventures.com			outgoing,Brazil	, https://www.bluedental.com.br/ , Brazil	Deal Flow Log: to review	
483129376882627	2017-11-19	2017-11-19	2017-11-19	BaobbÃ¡	zuza	zuza@rtaventures.com			outgoing,Brazil	Application Platforms, http://baobba.com.br , Brazil	Deal Flow Log: to review	
483129383404460	2017-11-19	2017-11-19	2017-11-19	CalorieGuru	zuza	zuza@rtaventures.com			outgoing,Brazil	Fitness, https://www.calorieguru.com , Brazil	Deal Flow Log: to review	
483129383726938	2017-11-19	2017-11-19	2017-11-19	CareSystem	zuza	zuza@rtaventures.com			outgoing,Brazil	Mobile Health, http://We are creating it. , Brazil	Deal Flow Log: to review	
483129385867906	2017-11-19	2017-11-19	2017-11-19	doutorrecomenda	zuza	zuza@rtaventures.com			outgoing,Brazil	, http://www.doutorrecomenda.com.br/ , Brazil	Deal Flow Log: to review	
483129386725363	2017-11-19	2017-11-19	2017-11-19	docgie	zuza	zuza@rtaventures.com			outgoing,Brazil	Application Platforms, http://www.docgie.com , Brazil	Deal Flow Log: to review	
483129387665227	2017-11-19	2017-11-19	2017-11-19	Fisiogames	zuza	zuza@rtaventures.com			outgoing,Brazil	Corporate Wellness, http://www.fisiogames.com , Brazil	Deal Flow Log: to review	
483129388255793	2017-11-19	2017-11-19	2017-11-19	Fitnoss	zuza	zuza@rtaventures.com			outgoing,Brazil	Fitness, http://www.fitnoss.com.br , Brazil	Deal Flow Log: to review	
483129388551391	2017-11-19	2017-11-19	2017-11-19	FITNOVA	zuza	zuza@rtaventures.com			outgoing,Brazil	Fitness, http://www.fitnova.com.br , Brazil	Deal Flow Log: to review	
483129390330056	2017-11-19	2017-11-19	2017-11-19	H-Science	zuza	zuza@rtaventures.com			outgoing,Brazil	Medical Devices, http://hsciencelabs.com , Brazil	Deal Flow Log: to review	
483129403209866	2017-11-19	2017-11-19	2017-11-19	MoveTech	zuza	zuza@rtaventures.com			outgoing,Brazil	Mobile Health, http://www.personalpilates.org , Brazil	Deal Flow Log: to review	
483129398468218	2017-11-19	2017-11-19	2017-11-19	iPsychiatry	zuza	zuza@rtaventures.com			outgoing,Brazil	Mobile Health, http://ipsychiatryapp.com , Brazil	Deal Flow Log: to review	
483129400205217	2017-11-19	2017-11-19	2017-11-19	Meatless	zuza	zuza@rtaventures.com			outgoing,Brazil	Organic Food, http://www.meatless.com.br , Brazil	Deal Flow Log: to review	
483129400284483	2017-11-19	2017-11-19	2017-11-19	MedUse	zuza	zuza@rtaventures.com			outgoing,Brazil	Mobile Health, http://www.meduse.com.br , Brazil	Deal Flow Log: to review	
483129404252013	2017-11-19	2017-11-19	2017-11-19	MyTraining	zuza	zuza@rtaventures.com			outgoing,Brazil	Fitness, http://www.mytraining.pro , Brazil	Deal Flow Log: to review	
483129409700018	2017-11-19	2017-11-19	2017-11-19	Ology	zuza	zuza@rtaventures.com			outgoing,Brazil	, , Brazil	Deal Flow Log: to review	
483129409873682	2017-11-19	2017-11-19	2017-11-19	ONLABORAL	zuza	zuza@rtaventures.com			outgoing,Brazil	Corporate Wellness, http://www.onlaboral.com , Brazil	Deal Flow Log: to review	
483129411419779	2017-11-19	2017-11-19	2017-11-19	Pinmypet	zuza	zuza@rtaventures.com			outgoing,Brazil	Pets, http://www.pinmypet.co , Brazil	Deal Flow Log: to review	
483129411456890	2017-11-19	2017-11-19	2017-11-19	Pixeon Medical Systems	zuza	zuza@rtaventures.com			outgoing,Brazil	, medical imaging soft http://pixeon.com.br/ 50K, Brazil	Deal Flow Log: to review	
483129411821059	2017-11-19	2017-11-19	2017-11-19	Plataforma Saude	zuza	zuza@rtaventures.com			outgoing,Brazil	, , Brazil	Deal Flow Log: to review	
483129412126525	2017-11-19	2017-11-19	2017-11-19	Psyalive	zuza	zuza@rtaventures.com			outgoing,Brazil	Psychology, http://psyalive.com , Brazil	Deal Flow Log: to review	
483129414209378	2017-11-19	2017-11-19	2017-11-19	Runmill	zuza	zuza@rtaventures.com			outgoing,Brazil	Health and Wellness, http://www.runmill.co , Brazil	Deal Flow Log: to review	
483129416021511	2017-11-19	2017-11-19	2017-11-19	Sentir Bem	zuza	zuza@rtaventures.com			outgoing,Brazil	, , Brazil	Deal Flow Log: to review	
483129416115046	2017-11-19	2017-11-19	2017-11-19	SportDash	zuza	zuza@rtaventures.com			outgoing,Brazil	Events, http://Under Construction , Brazil	Deal Flow Log: to review	
483129416883287	2017-11-19	2017-11-19	2017-11-19	ToLife	zuza	zuza@rtaventures.com			outgoing,Brazil	, risk analysis for emergencies http://www.tolife.com.br/ 7K, Brazil	Deal Flow Log: to review	
483129382656303	2017-11-19	2017-11-19	2017-11-19	Biotechware	zuza	zuza@rtaventures.com			outgoing,Italy	, PoC diagnostics , Italy	Deal Flow Log: to review	
483129386892607	2017-11-19	2017-11-19	2017-11-19	Doloretty	zuza	zuza@rtaventures.com			outgoing,Italy	Mobile Health, http://www.doloretty.com , Italy	Deal Flow Log: to review	
483129379592295	2017-11-19	2017-11-19	2017-11-19	Behaviour Labs s.r.l.c.r.	zuza	zuza@rtaventures.com			outgoing,Italy	Robotics, http://www.blabs.eu , Italy	Deal Flow Log: to review	
483129380564423	2017-11-19	2017-11-19	2017-11-19	Brain Escape Technologies	zuza	zuza@rtaventures.com			outgoing,Italy	Mobile Health, http://www.brainescape.it , Italy	Deal Flow Log: to review	
483129382559671	2017-11-19	2017-11-19	2017-11-19	GlareSmile	zuza	zuza@rtaventures.com			outgoing,Italy	Healthcare, http://www.glaresmile.com , Italy	Deal Flow Log: to review	
483129409114374	2017-11-19	2017-11-19	2017-11-19	Nethical S.R.L	zuza	zuza@rtaventures.com			outgoing,Italy	, solutions for care homes http://www.vitaever.com/ 10K, Italy	Deal Flow Log: to review	
483129400384184	2017-11-19	2017-11-19	2017-11-19	Medic Memo	zuza	zuza@rtaventures.com			outgoing,Italy	Tablets, http://www.medicmemo.com/ , Italy	Deal Flow Log: to review	
483129400567077	2017-11-19	2017-11-19	2017-11-19	Medic4all	zuza	zuza@rtaventures.com			outgoing,Italy	, , Italy	Deal Flow Log: to review	
483129401223364	2017-11-19	2017-11-19	2017-11-19	Medicitalia	zuza	zuza@rtaventures.com			outgoing,Italy	, health consultations (written?) 1m, Italy	Deal Flow Log: to review	
483129406283077	2017-11-19	2017-11-19	2017-11-19	Nubomedica	zuza	zuza@rtaventures.com			outgoing,Italy	Mobile Health, http://www.nemconsulting.eu , Italy	Deal Flow Log: to review	
483129410272843	2017-11-19	2017-11-19	2017-11-19	Paginemediche	zuza	zuza@rtaventures.com			outgoing,Italy	, health portal https://www.paginemediche.it/ 1m, Italy	Deal Flow Log: to review	
483129410389885	2017-11-19	2017-11-19	2017-11-19	pazienti.org	zuza	zuza@rtaventures.com			outgoing,Italy	, health portal https://www.pazienti.it/ 2m, Italy	Deal Flow Log: to review	
483129411083863	2017-11-19	2017-11-19	2017-11-19	Pharmawizard	zuza	zuza@rtaventures.com			outgoing,Italy	, http://pharmawizard.com/ 20K, Italy	Deal Flow Log: to review	
483129412678211	2017-11-19	2017-11-19	2017-11-19	Quainted	zuza	zuza@rtaventures.com			outgoing,Italy	Human Resources, https://www.quainted.com , Italy	Deal Flow Log: to review	
483129414364459	2017-11-19	2017-11-19	2017-11-19	The Mindful Timing	zuza	zuza@rtaventures.com			outgoing,Italy	Women-Focused, http://www.themindfultiming.com , Italy	Deal Flow Log: to review	
483129417624137	2017-11-19	2017-11-19	2017-11-19	Surgery Academy	zuza	zuza@rtaventures.com			outgoing,Italy	Augmented Reality, http://surgeryacademy.it , Italy	Deal Flow Log: to review	
483129382246427	2017-11-19	2017-11-19	2017-11-19	blove	zuza	zuza@rtaventures.com			outgoing,mexico	Social Commerce, http://blove.com.mx , Mexico	Deal Flow Log: to review	
483129382560760	2017-11-19	2017-11-19	2017-11-19	Bodycultures	zuza	zuza@rtaventures.com			outgoing,mexico	Fitness, http://www.bodycultures.com , Mexico	Deal Flow Log: to review	
483129379105700	2017-11-19	2017-11-19	2017-11-19	Alio IT	zuza	zuza@rtaventures.com			outgoing,mexico	Construction, https://www.alioit.com , Mexico	Deal Flow Log: to review	
483129382918987	2017-11-19	2017-11-19	2017-11-19	BuscatuDoctor.Mx	zuza	zuza@rtaventures.com			outgoing,mexico	Dental, http://www.BuscatuDoctor.Mx , Mexico	Deal Flow Log: to review	
483129383739458	2017-11-19	2017-11-19	2017-11-19	Cercana	zuza	zuza@rtaventures.com			outgoing,mexico	Healthcare, http://cercana.co , Mexico	Deal Flow Log: to review	
483129384684714	2017-11-19	2017-11-19	2017-11-19	Club Guaf	zuza	zuza@rtaventures.com			outgoing,mexico	Pets, http://clubguaf.com/ , Mexico	Deal Flow Log: to review	
483129380268043	2017-11-19	2017-11-19	2017-11-19	Docademic.com	zuza	zuza@rtaventures.com			outgoing,mexico	Doctors, http://www.Docademic.com , Mexico	Deal Flow Log: to review	
483129387110610	2017-11-19	2017-11-19	2017-11-19	Elysa	zuza	zuza@rtaventures.com			outgoing,mexico	Technology, http://elysa.co , Mexico	Deal Flow Log: to review	
483129387266567	2017-11-19	2017-11-19	2017-11-19	eMedics	zuza	zuza@rtaventures.com			outgoing,mexico	Healthcare, http://emedics.co , Mexico	Deal Flow Log: to review	
483129387432874	2017-11-19	2017-11-19	2017-11-19	Es mi tiempo	zuza	zuza@rtaventures.com			outgoing,mexico	Women-Focused, http://unbouncepages.com/esmitiempo/ , Mexico	Deal Flow Log: to review	
483129387535539	2017-11-19	2017-11-19	2017-11-19	Experiencia MÃ©dica	zuza	zuza@rtaventures.com			outgoing,mexico	Doctors, http://www,drapp.com.mx , Mexico	Deal Flow Log: to review	
483129389719404	2017-11-19	2017-11-19	2017-11-19	GLAM ULAM	zuza	zuza@rtaventures.com			outgoing,mexico	Beauty, http://Aun no se cuenta con un sitio , Mexico	Deal Flow Log: to review	
483129390190061	2017-11-19	2017-11-19	2017-11-19	gongo	zuza	zuza@rtaventures.com			outgoing,mexico	, http://www.gongo.com.br/ FB page , Mexico	Deal Flow Log: to review	
483129395752570	2017-11-19	2017-11-19	2017-11-19	HAUSPA	zuza	zuza@rtaventures.com			outgoing,mexico	Health and Wellness, http://www.hauspa.com , Mexico	Deal Flow Log: to review	
483129395752652	2017-11-19	2017-11-19	2017-11-19	Healti	zuza	zuza@rtaventures.com			outgoing,mexico	Doctors, https://healti.com/ , Mexico	Deal Flow Log: to review	
483129398193967	2017-11-19	2017-11-19	2017-11-19	InstaFit	zuza	zuza@rtaventures.com			outgoing,mexico	Fitness, http://www.instafit.com/app , Mexico	Deal Flow Log: to review	
483129398625479	2017-11-19	2017-11-19	2017-11-19	In Office Beauty	zuza	zuza@rtaventures.com			outgoing,mexico	Beauty, http://www.inofficebeauty.com , Mexico	Deal Flow Log: to review	
483129401245222	2017-11-19	2017-11-19	2017-11-19	Medii.co	zuza	zuza@rtaventures.com			outgoing,mexico	Ecommerce, https://medii.co , Mexico	Deal Flow Log: to review	
483129399102141	2017-11-19	2017-11-19	2017-11-19	KMS	zuza	zuza@rtaventures.com			outgoing,mexico	Personal Health, http://www.kilometros.mx , Mexico	Deal Flow Log: to review	
483129399787121	2017-11-19	2017-11-19	2017-11-19	MÃ¡xica	zuza	zuza@rtaventures.com			outgoing,mexico	Restaurants, http://www.maxica.mx , Mexico	Deal Flow Log: to review	
483129400112650	2017-11-19	2017-11-19	2017-11-19	MEDICA	zuza	zuza@rtaventures.com			outgoing,mexico	Medical Devices, https://www.tresmedica.com , Mexico	Deal Flow Log: to review	
483129402866821	2017-11-19	2017-11-19	2017-11-19	Mixfit	zuza	zuza@rtaventures.com			outgoing,mexico	Fitness, http://mixfit.mx , Mexico	Deal Flow Log: to review	
483129402966771	2017-11-19	2017-11-19	2017-11-19	Moonki	zuza	zuza@rtaventures.com			outgoing,mexico	Baby Accessories, http://moonki.co , Mexico	Deal Flow Log: to review	
483129404171922	2017-11-19	2017-11-19	2017-11-19	NAI'A	zuza	zuza@rtaventures.com			outgoing,mexico	Health and Wellness, http://www.naiaproject.com , Mexico	Deal Flow Log: to review	
483129408526652	2017-11-19	2017-11-19	2017-11-19	Nemesys IdentificaciÃ³n BiomÃ©trica	zuza	zuza@rtaventures.com			outgoing,mexico	Cloud Computing, http://www.nemesysbiometrics.com , Mexico	Deal Flow Log: to review	
483129409142472	2017-11-19	2017-11-19	2017-11-19	NUBIX	zuza	zuza@rtaventures.com			outgoing,mexico	Insurance, https://nubix.cloud , Mexico	Deal Flow Log: to review	
483129409523368	2017-11-19	2017-11-19	2017-11-19	Nume	zuza	zuza@rtaventures.com			outgoing,mexico	Nutrition, http://www.numeapp.net , Mexico	Deal Flow Log: to review	
483129410550272	2017-11-19	2017-11-19	2017-11-19	RiL	zuza	zuza@rtaventures.com			outgoing,mexico	Robotics, http://hellospoon.weebly.com/ , Mexico	Deal Flow Log: to review	
483129410573926	2017-11-19	2017-11-19	2017-11-19	Peeksil S.A.P.I	zuza	zuza@rtaventures.com			outgoing,mexico	Business Travelers, http://www.peeksil.com , Mexico	Deal Flow Log: to review	
483129410649843	2017-11-19	2017-11-19	2017-11-19	Ranktab	zuza	zuza@rtaventures.com			outgoing,mexico	Decision Support, http://www.ranktab.com , Mexico	Deal Flow Log: to review	
483129411247994	2017-11-19	2017-11-19	2017-11-19	Picoso Games	zuza	zuza@rtaventures.com			outgoing,mexico	Oil and Gas, http://picosogames.com , Mexico	Deal Flow Log: to review	
483129413166666	2017-11-19	2017-11-19	2017-11-19	RAW Apothecary	zuza	zuza@rtaventures.com			outgoing,mexico	Beauty, http://www.rawapothjecary.mx , Mexico	Deal Flow Log: to review	
483129415256961	2017-11-19	2017-11-19	2017-11-19	SMARTMED	zuza	zuza@rtaventures.com			outgoing,mexico	E-Commerce, http://www.smartmedalejandroavalos.blogspot.mx , Mexico	Deal Flow Log: to review	
483129415344208	2017-11-19	2017-11-19	2017-11-19	San Lucas Health Care Group	zuza	zuza@rtaventures.com			outgoing,mexico	Elder Care, http://www.mexicoseniorcare.com , Mexico	Deal Flow Log: to review	
